SecurityCode,companyName,DATA1,DATA2,DATA3
500245,KIRLOSKAR FERROUS INDUSTRIES LTD.,"8,453.80 Cr.","8,406.45 Cr.","8,411.32 Cr."
524226,GUJARAT AMBUJA EXPORTS LTD.,"8,983.06 Cr.","8,947.52 Cr.","8,868.40 Cr."
533169,MAN INFRACONSTRUCTION LTD.,"8,304.87 Cr.","8,288.17 Cr.","8,241.76 Cr."
500126,Procter & Gamble Health Ltd,"8,361.94 Cr.","8,369.41 Cr.","8,348.24 Cr."
543669,Keystone Realtors Ltd,"8,160.09 Cr.","8,256.89 Cr.","8,296.76 Cr."
500133,ESAB INDIA LTD.,"8,127.90 Cr.","8,127.90 Cr.","8,214.72 Cr."
532468,Kama Holdings Limited-$,"8,149.88 Cr.","8,154.22 Cr.","8,155.18 Cr."
513023,Nava Ltd,"8,155.15 Cr.","8,148.12 Cr.","8,054.28 Cr."
539978,Quess Corp Ltd,"7,870.09 Cr.","7,841.88 Cr.","7,806.99 Cr."
500413,THOMAS COOK (INDIA) LTD.,"7,876.52 Cr.","7,892.99 Cr.","7,892.99 Cr."
543626,Electronics Mart India Ltd,"8,008.55 Cr.","8,002.77 Cr.","7,998.93 Cr."
530813,KRBL LTD.,"7,948.20 Cr.","7,951.63 Cr.","7,920.73 Cr."
532915,RELIGARE ENTERPRISES LTD.,"7,775.87 Cr.","7,803.88 Cr.","7,739.63 Cr."
500101,ARVIND LTD.,"7,835.83 Cr.","7,822.75 Cr.","7,736.41 Cr."
504614,SARDA ENERGY & MINERALS LTD.-$,"8,014.91 Cr.","7,940.91 Cr.","7,863.39 Cr."
543297,Inox Wind Energy Ltd,"8,282.71 Cr.","8,282.71 Cr.","8,162.23 Cr."
532163,SAREGAMA INDIA LTD.,"7,864.70 Cr.","7,871.45 Cr.","7,849.27 Cr."
532300,WOCKHARDT LTD.,"7,781.17 Cr.","7,866.20 Cr.","8,362.66 Cr."
541578,Varroc Engineering Ltd,"8,034.27 Cr.","8,024.34 Cr.","8,021.29 Cr."
543596,Tamilnad Mercantile Bank Ltd,"7,870.07 Cr.","7,806.73 Cr.","7,789.31 Cr."
507880,V.I.P.INDUSTRIES LTD.-$,"7,743.67 Cr.","7,766.38 Cr.","7,767.09 Cr."
500038,BALRAMPUR CHINI MILLS LTD.,"7,748.42 Cr.","7,896.35 Cr.","7,827.99 Cr."
543259,Home First Finance Company India Ltd,"8,180.66 Cr.","8,195.70 Cr.","8,247.02 Cr."
532942,KNR CONSTRUCTIONS LTD.,"7,649.58 Cr.","7,638.33 Cr.","7,615.83 Cr."
541195,Mishra Dhatu Nigam Ltd,"7,682.81 Cr.","7,679.07 Cr.","7,725.90 Cr."
532156,Vaibhav Global Ltd,"7,598.16 Cr.","7,613.89 Cr.","7,627.14 Cr."
532531,Strides Pharma Science Ltd,"7,537.16 Cr.","7,531.64 Cr.","7,517.40 Cr."
543271,Jubilant Ingrevia Ltd,"7,692.48 Cr.","7,695.67 Cr.","7,760.18 Cr."
532356,TRIVENI ENGINEERING & INDUSTRIES LTD.,"7,699.74 Cr.","7,711.78 Cr.","7,673.47 Cr."
502219,Borosil Renewables Ltd,"7,356.18 Cr.","7,384.24 Cr.","7,360.74 Cr."
532757,VOLTAMP TRANSFORMERS LTD.,"7,374.22 Cr.","7,385.85 Cr.","7,372.29 Cr."
543523,Campus Activewear Ltd,"7,481.82 Cr.","7,469.61 Cr.","7,481.82 Cr."
530005,INDIA CEMENTS LTD.,"7,449.93 Cr.","7,462.32 Cr.","7,521.21 Cr."
535648,JUST DIAL LTD.,"7,793.71 Cr.","7,651.70 Cr.","7,659.78 Cr."
500033,FORCE MOTORS LTD.-$,"7,857.99 Cr.","7,921.79 Cr.","7,885.43 Cr."
500241,KIRLOSKAR BROTHERS LTD.-$,"7,348.50 Cr.","7,353.27 Cr.","7,292.92 Cr."
530999,BALAJI AMINES LTD.-$,"7,458.39 Cr.","7,453.36 Cr.","7,475.40 Cr."
532749,ALLCARGO LOGISTICS LTD.,"8,476.50 Cr.","8,510.89 Cr.","8,373.30 Cr."
504918,SANDUR MANGANESE & IRON ORES LTD.,"7,077.69 Cr.","7,137.64 Cr.","7,097.13 Cr."
543277,Laxmi Organic Industries Ltd,"7,423.04 Cr.","7,447.82 Cr.","7,403.77 Cr."
500339,Rain Industries Ltd,"7,157.44 Cr.","7,164.16 Cr.","7,128.85 Cr."
524404,MARKSANS PHARMA LTD.,"7,305.00 Cr.","7,221.16 Cr.","7,214.37 Cr."
532900,Paisalo Digital Ltd,"7,101.28 Cr.","7,182.11 Cr.","7,134.96 Cr."
532922,Edelweiss Financial Services Ltd.,"7,349.22 Cr.","7,327.51 Cr.","7,332.23 Cr."
533326,TEXMACO RAIL & ENGINEERING LTD.,"7,166.51 Cr.","7,170.34 Cr.","7,185.68 Cr."
544061,Azad Engineering Ltd,"7,232.77 Cr.","7,218.29 Cr.","7,185.18 Cr."
540047,Dilip Buildcon Ltd,"7,062.91 Cr.","7,057.07 Cr.","6,993.46 Cr."
538730,PDS Ltd,"7,145.76 Cr.","7,154.33 Cr.","7,127.96 Cr."
500214,ION EXCHANGE (INDIA) LTD.-$,"7,362.66 Cr.","7,465.33 Cr.","7,521.80 Cr."
538891,Magellanic Cloud Ltd,"7,260.52 Cr.","7,237.15 Cr.","7,168.19 Cr."
543258,Indigo Paints Ltd,"7,145.53 Cr.","7,152.67 Cr.","7,151.48 Cr."
531599,FDC LTD.,"7,350.88 Cr.","7,314.24 Cr.","7,333.78 Cr."
520113,VESUVIUS INDIA LTD.,"7,068.21 Cr.","7,069.43 Cr.","7,032.59 Cr."
509557,Garware Technical Fibres Ltd,"7,189.14 Cr.","7,196.05 Cr.","7,103.17 Cr."
543336,Chemplast Sanmar Ltd,"7,192.40 Cr.","7,182.92 Cr.","7,304.66 Cr."
542759,Spandana Sphoorty Financial Ltd,"7,082.13 Cr.","7,082.13 Cr.","7,109.18 Cr."
531543,JINDAL WORLDWIDE LTD.,"7,128.50 Cr.","7,125.49 Cr.","7,206.70 Cr."
532811,AHLUWALIA CONTRACTS (INDIA) LTD.,"7,218.24 Cr.","7,217.91 Cr.","7,277.86 Cr."
532218,SOUTH INDIAN BANK LTD.,"7,010.68 Cr.","7,006.50 Cr.","7,002.31 Cr."
543952,NIIT Learning Systems Ltd,"7,125.93 Cr.","7,122.55 Cr.","7,104.95 Cr."
538979,Greenlam Industries Ltd,"7,001.25 Cr.","7,013.37 Cr.","6,980.84 Cr."
532642,JSW Holdings Limited,"7,147.83 Cr.","7,122.91 Cr.","6,993.87 Cr."
500336,SURYA ROSHNI LTD.,"6,844.65 Cr.","6,844.65 Cr.","6,841.38 Cr."
512573,AVANTI FEEDS LTD.-$,"6,879.72 Cr.","6,815.01 Cr.","6,787.08 Cr."
542597,MSTC Ltd,"6,905.89 Cr.","6,941.44 Cr.","6,926.30 Cr."
530343,GENUS POWER INFRASTRUCTURES LTD.-$,"6,856.83 Cr.","6,856.83 Cr.","6,917.41 Cr."
512179,SUNTECK REALTY LTD.,"6,951.51 Cr.","7,001.32 Cr.","7,074.56 Cr."
533339,ZEN TECHNOLOGIES LTD.,"6,925.67 Cr.","6,897.93 Cr.","6,862.63 Cr."
540725,Share India Securities Ltd,"6,719.62 Cr.","6,732.07 Cr.","6,684.38 Cr."
539874,Ujjivan Financial Services Ltd,"6,759.34 Cr.","6,758.13 Cr.","6,768.48 Cr."
544044,India Shelter Finance Corporation Ltd,"6,715.85 Cr.","6,729.77 Cr.","6,795.07 Cr."
500123,ELANTAS BECK INDIA LTD.-$,"6,797.91 Cr.","6,738.53 Cr.","6,699.05 Cr."
532783,LT FOODS LTD.,"6,698.51 Cr.","6,708.93 Cr.","6,710.66 Cr."
532349,TRANSPORT CORPORATION OF INDIA LTD.,"6,680.09 Cr.","6,677.76 Cr.","6,746.88 Cr."
500185,HINDUSTAN CONSTRUCTION CO.LTD.,"6,621.01 Cr.","6,646.73 Cr.","6,640.68 Cr."
542907,Prince Pipes and Fittings Ltd,"6,536.92 Cr.","6,538.03 Cr.","6,534.16 Cr."
509631,HEG LTD.,"6,438.89 Cr.","6,407.24 Cr.","6,395.28 Cr."
532189,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,"6,825.53 Cr.","6,830.68 Cr.","6,693.02 Cr."
543350,Vijaya Diagnostic Centre Ltd,"6,476.95 Cr.","6,488.21 Cr.","6,482.06 Cr."
532162,JK PAPER LTD.,"6,438.14 Cr.","6,453.38 Cr.","6,428.82 Cr."
532832,INDIABULLS REAL ESTATE LTD.,"6,507.69 Cr.","6,521.23 Cr.","6,593.27 Cr."
512329,SG Mart Ltd,"6,532.42 Cr.","6,532.42 Cr.","6,532.06 Cr."
533033,ISGEC Heavy Engineering Ltd,"6,338.24 Cr.","6,311.41 Cr.","6,286.77 Cr."
517385,Symphony Limited,"6,378.87 Cr.","6,356.80 Cr.","6,385.42 Cr."
532532,JAIPRAKASH ASSOCIATES LTD.,"6,396.68 Cr.","6,443.31 Cr.","6,423.68 Cr."
539992,Lloyds Engineering Works Ltd,"6,648.55 Cr.","6,637.13 Cr.","6,779.92 Cr."
543401,Go Fashion (India) Ltd,"6,158.37 Cr.","6,143.79 Cr.","6,226.70 Cr."
543530,Paradeep Phosphates Ltd,"6,271.86 Cr.","6,257.20 Cr.","6,273.49 Cr."
542867,CSB Bank Ltd,"6,280.19 Cr.","6,349.58 Cr.","6,346.98 Cr."
543933,Cyient DLM Ltd,"6,220.38 Cr.","6,243.37 Cr.","6,256.06 Cr."
505355,NESCO LTD.,"6,227.25 Cr.","6,212.10 Cr.","6,193.43 Cr."
533282,GRAVITA INDIA LTD.,"6,344.58 Cr.","6,329.74 Cr.","6,321.46 Cr."
543242,Hemisphere Properties India Ltd,"6,416.78 Cr.","6,401.10 Cr.","6,396.83 Cr."
500645,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,"6,611.07 Cr.","6,574.47 Cr.","6,493.67 Cr."
500135,EPL Ltd,"6,192.47 Cr.","6,202.02 Cr.","6,179.73 Cr."
543280,Nazara Technologies Ltd,"6,134.43 Cr.","6,143.59 Cr.","6,224.61 Cr."
543306,Dodla Dairy Ltd,"6,105.44 Cr.","6,098.01 Cr.","6,121.80 Cr."
532493,ASTRA MICROWAVE PRODUCTS LTD.,"6,247.86 Cr.","6,235.99 Cr.","6,190.41 Cr."
509496,ITD CEMENTATION INDIA LTD.,"6,141.41 Cr.","6,160.30 Cr.","6,165.46 Cr."
505255,GMM PFAUDLER LTD.,"6,117.78 Cr.","6,114.18 Cr.","6,118.68 Cr."
532375,TIPS INDUSTRIES LTD.,"6,195.94 Cr.","6,206.21 Cr.","6,211.99 Cr."
526367,GANESH HOUSING CORPORATION LTD.-$,"6,100.18 Cr.","5,990.95 Cr.","5,945.50 Cr."
541019,H.G. Infra Engineering Ltd,"6,117.61 Cr.","6,129.67 Cr.","6,129.99 Cr."
543942,Utkarsh Small Finance Bank Ltd,"6,080.39 Cr.","6,119.93 Cr.","6,088.08 Cr."
543936,Senco Gold Ltd,"6,510.21 Cr.","6,455.83 Cr.","6,469.42 Cr."
543325,Rolex Rings Ltd,"6,022.10 Cr.","6,045.39 Cr.","5,966.82 Cr."
543253,Mrs. Bectors Food Specialities Ltd,"6,182.60 Cr.","6,185.25 Cr.","6,171.42 Cr."
544022,ASK Automotive Ltd,"5,940.89 Cr.","5,955.68 Cr.","5,969.48 Cr."
530001,GUJARAT ALKALIES & CHEMICALS LTD.,"6,018.16 Cr.","6,035.41 Cr.","6,021.83 Cr."
544009,Blue Jet Healthcare Ltd,"6,131.14 Cr.","6,118.99 Cr.","6,129.40 Cr."
542484,Arvind Fashions Ltd,"5,996.77 Cr.","6,022.03 Cr.","5,958.89 Cr."
543270,MTAR Technologies Ltd,"5,950.29 Cr.","5,960.90 Cr.","5,957.36 Cr."
532029,Sindhu Trade Links Limited,"6,087.53 Cr.","6,069.03 Cr.","5,936.43 Cr."
532891,Puravankara Ltd,"5,739.02 Cr.","5,748.51 Cr.","5,844.55 Cr."
532524,PTC INDIA LTD.,"5,775.12 Cr.","5,776.60 Cr.","5,797.32 Cr."
533286,MOIL LTD.,"5,898.02 Cr.","5,914.30 Cr.","5,917.35 Cr."
519126,HINDUSTAN FOODS LTD.,"5,962.40 Cr.","5,938.16 Cr.","5,929.14 Cr."
512237,JAI CORP LTD.,"5,931.66 Cr.","5,912.92 Cr.","5,910.24 Cr."
543532,Ethos Ltd,"6,120.48 Cr.","6,119.50 Cr.","6,110.32 Cr."
522285,JAYASWAL NECO INDUSTRIES LTD.,"5,932.80 Cr.","5,903.67 Cr.","5,959.99 Cr."
532835,ICRA LTD.,"5,724.29 Cr.","5,756.04 Cr.","5,756.04 Cr."
509966,VST INDUSTRIES LTD.,"5,679.92 Cr.","5,679.62 Cr.","5,697.99 Cr."
543441,CMS Info Systems Ltd,"5,810.05 Cr.","5,835.12 Cr.","5,789.68 Cr."
533122,RattanIndia Power Limited,"5,660.09 Cr.","5,595.65 Cr.","5,574.17 Cr."
543248,Restaurant Brands Asia Ltd,"5,593.97 Cr.","5,561.71 Cr.","5,566.67 Cr."
543358,Sansera Engineering Ltd,"5,595.97 Cr.","5,621.42 Cr.","5,642.32 Cr."
524372,Orchid Pharma Ltd,"5,611.56 Cr.","5,610.80 Cr.","5,620.94 Cr."
533151,D B Corp Ltd,"5,467.20 Cr.","5,342.54 Cr.","5,429.80 Cr."
531358,CHOICE INTERNATIONAL LTD.,"5,809.90 Cr.","5,829.84 Cr.","5,757.07 Cr."
535754,Orient Cement Ltd,"5,402.39 Cr.","5,406.49 Cr.","5,392.15 Cr."
543527,Prudent Corporate Advisory Services Ltd,"5,735.24 Cr.","5,775.40 Cr.","5,788.65 Cr."
540749,MAS Financial Services Ltd,"5,509.93 Cr.","5,499.00 Cr.","5,499.00 Cr."
543652,Fusion Micro Finance Ltd,"5,566.92 Cr.","5,575.00 Cr.","5,657.34 Cr."
532726,Gallantt Ispat Ltd,"5,452.95 Cr.","5,489.14 Cr.","5,506.03 Cr."
538268,Wonderla Holidays Ltd,"5,627.35 Cr.","5,621.12 Cr.","5,600.76 Cr."
505726,IFB INDUSTRIES LTD.,"5,576.80 Cr.","5,605.17 Cr.","5,652.37 Cr."
521016,INDO COUNT INDUSTRIES LTD.,"5,670.30 Cr.","5,721.79 Cr.","5,780.22 Cr."
543489,Gateway Distriparks Ltd,"5,588.52 Cr.","5,571.03 Cr.","5,546.05 Cr."
532735,R Systems International Limited,"5,473.90 Cr.","5,434.86 Cr.","5,407.65 Cr."
532509,SUPRAJIT ENGINEERING LTD.-$,"5,469.53 Cr.","5,468.84 Cr.","5,448.77 Cr."
539787,HealthCare Global Enterprises Ltd,"5,209.05 Cr.","5,218.79 Cr.","5,264.06 Cr."
539658,TeamLease Services Ltd,"5,315.15 Cr.","5,322.45 Cr.","5,276.25 Cr."
532630,GOKALDAS EXPORTS LTD.,"5,196.62 Cr.","5,209.36 Cr.","5,245.75 Cr."
532374,STERLITE TECHNOLOGIES LTD.,"5,347.75 Cr.","5,365.71 Cr.","5,367.70 Cr."
505714,GABRIEL INDIA LTD.-$,"5,239.41 Cr.","5,236.54 Cr.","5,243.00 Cr."
500187,Agi Greenpac Ltd,"5,374.41 Cr.","5,395.76 Cr.","5,382.82 Cr."
502937,KESORAM INDUSTRIES LTD.,"5,276.22 Cr.","5,299.52 Cr.","5,311.95 Cr."
505890,KENNAMETAL INDIA LTD.-$,"5,248.40 Cr.","5,296.76 Cr.","5,242.58 Cr."
507717,DHANUKA AGRITECH LTD.,"5,212.11 Cr.","5,215.14 Cr.","5,217.47 Cr."
531120,PATEL ENGINEERING LTD.-$,"5,490.36 Cr.","5,477.98 Cr.","5,535.23 Cr."
532668,AURIONPRO SOLUTIONS LTD.,"5,298.53 Cr.","5,298.53 Cr.","5,314.29 Cr."
539118,VRL Logistics Ltd,"5,224.49 Cr.","5,238.49 Cr.","5,283.10 Cr."
523630,NATIONAL FERTILIZERS LTD.,"5,173.15 Cr.","5,182.96 Cr.","5,182.96 Cr."
540293,Pricol Ltd,"5,179.96 Cr.","5,126.95 Cr.","5,112.32 Cr."
533271,ASHOKA BUILDCON LTD.,"4,977.22 Cr.","4,963.19 Cr.","4,980.03 Cr."
544021,Protean eGov Technologies Ltd,"4,918.32 Cr.","4,885.76 Cr.","4,895.87 Cr."
500171,GHCL LTD.,"5,043.70 Cr.","5,044.65 Cr.","4,977.65 Cr."
512463,Lloyds Enterprises Ltd,"5,113.95 Cr.","5,145.75 Cr.","5,172.47 Cr."
542773,IIFL Securities Ltd,"4,981.73 Cr.","5,001.73 Cr.","4,958.65 Cr."
532856,TIME TECHNOPLAST LTD.,"5,160.37 Cr.","5,196.68 Cr.","5,242.06 Cr."
524348,AARTI DRUGS LTD.,"4,939.67 Cr.","4,934.61 Cr.","5,012.30 Cr."
530117,Privi Speciality Chemicals Ltd,"4,830.30 Cr.","4,830.30 Cr.","4,803.15 Cr."
530073,SANGHVI MOVERS LTD.,"5,257.76 Cr.","5,262.09 Cr.","5,297.37 Cr."
533581,PG ELECTROPLAST LTD.,"4,935.62 Cr.","4,964.12 Cr.","4,976.09 Cr."
532940,J.KUMAR INFRAPROJECTS LTD.,"4,868.32 Cr.","4,866.43 Cr.","4,883.07 Cr."
532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,"4,640.46 Cr.","4,676.10 Cr.","4,623.35 Cr."
532553,Welspun Enterprises Ltd,"4,797.42 Cr.","4,805.73 Cr.","4,805.04 Cr."
500292,HEIDELBERGCEMENT INDIA LTD.,"4,893.71 Cr.","4,901.64 Cr.","4,903.91 Cr."
500730,NOCIL LTD.,"4,869.39 Cr.","4,875.22 Cr.","4,860.22 Cr."
542851,Gensol Engineering Ltd,"4,906.62 Cr.","4,998.84 Cr.","5,041.26 Cr."
543748,Aarti Pharmalabs Ltd,"4,818.13 Cr.","4,832.18 Cr.","4,836.26 Cr."
533333,FINEOTEX CHEMICAL LTD.,"4,900.80 Cr.","4,904.12 Cr.","4,898.58 Cr."
505283,KIRLOSKAR PNEUMATIC CO.LTD.,"4,778.96 Cr.","4,778.96 Cr.","4,820.72 Cr."
500355,RALLIS INDIA LTD.,"4,793.66 Cr.","4,790.74 Cr.","4,799.49 Cr."
544027,Fedbank Financial Services Ltd,"4,787.03 Cr.","4,792.56 Cr.","4,772.26 Cr."
532804,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,"4,777.29 Cr.","4,756.17 Cr.","4,734.70 Cr."
543711,Sula Vineyards Ltd,"4,879.99 Cr.","4,886.74 Cr.","4,879.56 Cr."
543249,Tarc Ltd,"4,725.97 Cr.","4,774.66 Cr.","4,787.94 Cr."
500032,Bajaj Hindusthan Sugar Limited,"4,885.90 Cr.","4,961.27 Cr.","4,966.38 Cr."
500039,BANCO PRODUCTS (INDIA) LTD.-$,"4,763.86 Cr.","4,748.84 Cr.","4,726.67 Cr."
500285,SPICEJET LTD.,"4,715.09 Cr.","4,689.08 Cr.","4,665.82 Cr."
500655,Garware Hi-Tech Films Ltd,"4,736.50 Cr.","4,704.10 Cr.","4,677.73 Cr."
532732,KEWAL KIRAN CLOTHING LTD.,"4,647.46 Cr.","4,608.33 Cr.","4,588.00 Cr."
505242,DYNAMATIC TECHNOLOGIES LTD.-$,"4,674.11 Cr.","4,660.36 Cr.","4,618.18 Cr."
540212,TCI Express Ltd,"4,637.83 Cr.","4,643.19 Cr.","4,624.60 Cr."
543311,India Pesticides Ltd,"4,527.08 Cr.","4,517.86 Cr.","4,462.59 Cr."
500463,Black Box Ltd,"4,608.10 Cr.","4,587.10 Cr.","4,532.49 Cr."
520051,JAMNA AUTO INDUSTRIES LTD.,"4,598.90 Cr.","4,594.91 Cr.","4,592.92 Cr."
540025,Advanced Enzyme Technologies Ltd,"4,490.85 Cr.","4,491.97 Cr.","4,479.67 Cr."
544118,Jana Small Finance Bank Ltd,"4,508.36 Cr.","4,615.05 Cr.","4,671.00 Cr."
543212,Borosil Ltd,"4,423.44 Cr.","4,423.44 Cr.","4,399.38 Cr."
543332,Epigral Ltd,"4,607.70 Cr.","4,603.97 Cr.","4,703.48 Cr."
533269,VA TECH WABAG LTD.,"4,595.87 Cr.","4,559.49 Cr.","4,552.65 Cr."
541301,Orient Electric Ltd,"4,419.87 Cr.","4,438.01 Cr.","4,435.88 Cr."
507205,TILAKNAGAR INDUSTRIES LTD.-$,"4,457.42 Cr.","4,441.07 Cr.","4,407.41 Cr."
535602,Sharda Motor Industries Ltd,"4,435.22 Cr.","4,450.68 Cr.","4,476.99 Cr."
542857,Greenpanel Industries Ltd,"4,472.22 Cr.","4,475.90 Cr.","4,476.51 Cr."
534600,JTL Industries Ltd,"4,424.15 Cr.","4,434.41 Cr.","4,437.83 Cr."
500444,WEST COAST PAPER MILLS LTD.,"4,405.46 Cr.","4,404.14 Cr.","4,416.69 Cr."
507878,UNITECH LTD.,"4,227.86 Cr.","4,186.03 Cr.","4,193.87 Cr."
533262,RAMKY INFRASTRUCTURE LTD.,"4,639.71 Cr.","4,657.01 Cr.","4,681.92 Cr."
533162,Hathway Cable & Datacom Ltd,"4,423.49 Cr.","4,398.71 Cr.","4,404.02 Cr."
532839,DISH TV INDIA LTD.,"4,685.99 Cr.","4,586.56 Cr.","4,560.79 Cr."
523319,BALMER LAWRIE & CO.LTD.,"4,452.94 Cr.","4,446.10 Cr.","4,442.68 Cr."
523323,KOVAI MEDICAL CENTER & HOSPITAL LTD.,"4,365.96 Cr.","4,365.96 Cr.","4,365.96 Cr."
538567,Gulf Oil Lubricants India Ltd,"4,516.82 Cr.","4,534.51 Cr.","4,641.36 Cr."
532859,HINDUJA GLOBAL SOLUTIONS LTD.,"4,264.51 Cr.","4,268.00 Cr.","4,265.91 Cr."
533553,T D POWER SYSTEMS LTD.,"4,316.54 Cr.","4,289.99 Cr.","4,277.50 Cr."
532772,DCB Bank Limited,"4,232.73 Cr.","4,235.85 Cr.","4,240.54 Cr."
544111,Apeejay Surrendra Park Hotels Ltd,"4,522.47 Cr.","4,556.61 Cr.","4,495.80 Cr."
506655,SUDARSHAN CHEMICAL INDUSTRIES LTD.,"4,122.83 Cr.","4,134.25 Cr.","4,112.10 Cr."
543213,Rossari Biotech Ltd,"4,187.09 Cr.","4,187.64 Cr.","4,198.69 Cr."
544055,Muthoot Microfin Ltd,"4,125.06 Cr.","4,123.35 Cr.","4,130.17 Cr."
539056,Imagicaaworld Entertainment Ltd,"4,153.98 Cr.","4,166.03 Cr.","4,134.70 Cr."
500243,Kirloskar Industries Ltd,"4,095.31 Cr.","4,095.31 Cr.","4,085.37 Cr."
543533,eMudhra Ltd,"4,351.75 Cr.","4,350.97 Cr.","4,374.00 Cr."
543950,Yatharth Hospital & Trauma Care Services Ltd,"4,120.38 Cr.","4,104.93 Cr.","4,120.81 Cr."
543349,Ami Organics Ltd,"4,075.30 Cr.","4,068.66 Cr.","4,060.37 Cr."
543984,Samhi Hotels Ltd,"4,280.03 Cr.","4,253.87 Cr.","4,256.05 Cr."
522034,SHANTHI GEARS LTD.,"4,054.43 Cr.","4,047.14 Cr.","4,061.34 Cr."
540205,Aditya Vision Ltd,"4,136.54 Cr.","4,104.36 Cr.","4,145.02 Cr."
517168,SUBROS LTD.,"4,012.00 Cr.","4,014.28 Cr.","3,987.54 Cr."
500307,NIRLON LTD.,"4,168.86 Cr.","4,172.47 Cr.","4,184.63 Cr."
590086,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,"4,092.84 Cr.","4,086.00 Cr.","4,062.00 Cr."
500219,JAIN IRRIGATION SYSTEMS LTD.,"3,995.46 Cr.","4,006.14 Cr.","3,971.43 Cr."
544008,Max Estates Ltd,"4,002.06 Cr.","4,002.06 Cr.","4,013.09 Cr."
534976,V-MART RETAIL LTD.,"3,987.66 Cr.","3,971.84 Cr.","3,966.20 Cr."
526947,LA OPALA RG LTD.,"3,962.70 Cr.","3,931.07 Cr.","3,917.75 Cr."
513262,STEEL STRIPS WHEELS LTD.-$,"3,942.85 Cr.","3,944.42 Cr.","3,938.93 Cr."
540642,Salasar Techno Engineering Ltd,"3,927.37 Cr.","3,919.48 Cr.","3,905.27 Cr."
505710,GRAUER & WEIL (INDIA) LTD.-$,"3,797.32 Cr.","3,785.99 Cr.","3,762.18 Cr."
501455,GREAVES COTTON LTD.,"3,855.84 Cr.","3,851.20 Cr.","3,831.48 Cr."
532848,DELTA CORP LTD.,"3,933.56 Cr.","3,893.39 Cr.","3,869.29 Cr."
506690,UNICHEM LABORATORIES LTD.,"3,788.18 Cr.","3,819.16 Cr.","3,775.51 Cr."
508486,HAWKINS COOKERS LTD.-$,"3,816.19 Cr.","3,811.27 Cr.","3,799.30 Cr."
538562,Skipper Ltd,"3,726.93 Cr.","3,730.32 Cr.","3,716.20 Cr."
500404,SUNFLAG IRON & STEEL CO.LTD.,"3,801.73 Cr.","3,805.33 Cr.","3,816.15 Cr."
532899,KAVERI SEED COMPANY LTD.,"3,835.40 Cr.","3,831.20 Cr.","3,829.25 Cr."
543667,Inox Green Energy Services Ltd,"3,969.55 Cr.","3,969.55 Cr.","3,969.55 Cr."
590021,BHARAT RASAYAN LTD.,"3,763.48 Cr.","3,773.96 Cr.","3,759.34 Cr."
543929,HMA Agro Industries Ltd,"3,707.20 Cr.","3,706.70 Cr.","3,713.21 Cr."
543650,DCX Systems Ltd,"3,710.84 Cr.","3,686.89 Cr.","3,703.60 Cr."
543600,Harsha Engineers International Ltd,"3,664.53 Cr.","3,655.42 Cr.","3,664.53 Cr."
512529,SEQUENT SCIENTIFIC LTD.,"3,818.83 Cr.","3,820.07 Cr.","3,817.58 Cr."
500250,L.G.BALAKRISHNAN & BROS.LTD.,"3,654.08 Cr.","3,666.63 Cr.","3,625.82 Cr."
532924,KOLTE-PATIL DEVELOPERS LTD.,"3,721.94 Cr.","3,720.42 Cr.","3,699.51 Cr."
533158,Thangamayil Jewellery Ltd,"3,701.82 Cr.","3,690.43 Cr.","3,706.89 Cr."
532368,Brightcom Group Ltd,"3,708.94 Cr.","3,692.80 Cr.","3,702.89 Cr."
532748,PRIME FOCUS LTD.,"3,775.65 Cr.","3,781.64 Cr.","3,765.16 Cr."
543989,Sai Silks (Kalamandir) Ltd,"3,613.31 Cr.","3,600.27 Cr.","3,588.77 Cr."
539542,Lux Industries Ltd,"3,632.96 Cr.","3,635.67 Cr.","3,641.08 Cr."
520057,Jtekt India Ltd,"3,629.17 Cr.","3,630.39 Cr.","3,631.62 Cr."
530549,SHILPA MEDICARE LTD.,"3,646.98 Cr.","3,653.49 Cr.","3,676.06 Cr."
500020,BOMBAY DYEING & MFG.CO.LTD.,"3,714.53 Cr.","3,717.63 Cr.","3,710.40 Cr."
508989,Navneet Education Limited,"3,698.59 Cr.","3,688.41 Cr.","3,706.50 Cr."
532528,DATAMATICS GLOBAL SERVICES LTD.,"3,611.05 Cr.","3,610.46 Cr.","3,630.52 Cr."
524735,HIKAL LTD.,"3,581.27 Cr.","3,554.14 Cr.","3,546.13 Cr."
500235,KALYANI STEELS LTD.,"3,522.80 Cr.","3,535.68 Cr.","3,500.10 Cr."
530305,PICCADILY AGRO INDUSTRIES LTD.,"3,506.59 Cr.","3,462.25 Cr.","3,496.69 Cr."
544107,BLS E-Services Ltd,"3,643.35 Cr.","3,647.43 Cr.","3,624.27 Cr."
519091,TASTY BITE EATABLES LTD.,"3,616.52 Cr.","3,601.65 Cr.","3,548.73 Cr."
542774,Mufin Green Finance Ltd,"3,558.20 Cr.","3,552.92 Cr.","3,549.14 Cr."
531209,NUCLEUS SOFTWARE EXPORTS LTD.,"3,480.53 Cr.","3,472.50 Cr.","3,386.83 Cr."
